DC_Applied_Bias	Amplitude	Phase
V	a.u.	deg
Point2	Point2	Point2
0	631.464	154.078
0.016	731.466	155.147
0.0320001	714.063	154.239
0.0480001	708.129	154.948
0.0639999	702.973	155.318
0.0799999	665.455	153.693
0.096	688.299	154.825
0.112	736.831	156.304
0.128	810.406	155.344
0.144	780.396	156.112
0.16	826.028	156.15
0.176	869.346	157.055
0.192	830.141	155.427
0.208	870.559	155.925
0.224	906.409	156.45
0.24	922.068	156.164
0.256	918.579	156.088
0.272	927.736	156.929
0.288	979.225	156.05
0.304	966.713	157.194
0.32	1047.78	157.386
0.336	1135.27	157.014
0.352	1160.63	157.76
0.368	1207.34	157.492
0.384	1182.38	157.091
0.4	1236.9	157.206
0.416	1252.9	157.164
0.432	1325.72	157.313
0.448	1419.86	157.713
0.464	1394.63	156.743
0.48	1551.67	157.251
0.496	1597.04	157.3
0.512	1660.17	156.926
0.528	1633.44	157.829
0.544	1729.86	158.121
0.56	1708.27	157.514
0.576	1810.98	158.341
0.592	1877.12	156.985
0.608	1854.85	158.26
0.624	1859.83	157.844
0.64	1930.89	157.272
0.656	2022.6	158.117
0.672	1885.27	157.929
0.688	2111.17	158.195
0.704	2038.87	158.966
0.72	2007.38	157.873
0.736	2104.43	158.997
0.752	2153.39	158.478
0.768	2231.54	157.736
0.784	2346.57	157.93
0.8	2316.64	158.258
0.816	2379.39	158.173
0.832	2369.44	158.052
0.848	2301.89	157.529
0.864	2311.98	157.488
0.88	2344.62	158.625
0.896	2334.74	157.736
0.912	2305.66	158.276
0.928	2436.57	158.011
0.944	2450.76	157.355
0.96	2652.12	158.712
0.976	2538.65	157.821
0.992	2436.07	158.08
1.008	2743.93	158.708
1.024	2701.88	157.488
1.04	2711.72	158.958
1.056	2721.16	158.459
1.072	2626.48	157.793
1.088	2666.47	158.576
1.104	2652.53	157.51
1.12	2665.78	157.729
1.136	2859.49	158.064
1.152	2956.96	157.298
1.168	2758.28	155.192
1.184	2834.53	156.987
1.2	2896.92	157.369
1.216	2884.73	155.771
1.232	3077.02	155.478
1.248	2956.67	153.507
1.264	3097.49	156.398
1.28	3077.13	153.546
1.296	3106.21	155.942
1.312	2978.02	152.729
1.328	3173.19	154.333
1.344	3085.75	156.024
1.36	3127.84	155.369
1.376	3067.04	153.353
1.392	3067.71	155.269
1.408	3202.4	151.299
1.424	3331.26	154.778
1.44	3245.13	154.459
1.456	3186.95	153.52
1.472	3259.05	154.698
1.488	3349.1	155.672
1.504	3218.06	154.022
1.52	3263.86	154.966
1.536	3303.62	152.672
1.552	3294.01	154.087
1.568	3353.95	155.497
1.584	3297.68	154.95
1.6	3359.49	155.109
1.616	3366.73	154.887
1.632	3196.85	152.979
1.648	3361.53	153.859
1.664	3541.44	153.62
1.68	3535.96	154.658
1.696	3558.11	152.673
1.712	3611.83	154.572
1.728	3637.62	153.725
1.744	3572.78	152.311
1.76	3549.14	153.801
1.776	3656.27	152.115
1.792	3613.43	154.305
1.808	3711.13	152.062
1.824	3540.21	153.494
1.84	3683.66	150.681
1.856	3697.79	153.417
1.872	3714.91	152.121
1.888	3736.76	152.271
1.904	3780.41	152.484
1.92	3858.28	153.338
1.936	3902.83	151.25
1.952	3872.75	150.521
1.968	3905.92	146.919
1.984	3943.93	147.659
2	3880.03	148.226
1.984	3781.75	149.971
1.968	3881.47	151.436
1.952	3825.96	152.395
1.936	3813.47	151.36
1.92	3773.49	152.1
1.904	3864.98	151.35
1.888	3786.55	153.01
1.872	3760.92	154.402
1.856	3729.96	152.366
1.84	3665.27	153.634
1.824	3697.33	153.934
1.808	3810.79	153.835
1.792	3699.7	154.415
1.776	3836.77	153.099
1.76	3626.45	153.151
1.744	3653.73	154.265
1.728	3649.33	152.128
1.712	3608.4	154.538
1.696	3520.3	153.424
1.68	3452.57	153.94
1.664	3490.71	154.381
1.648	3377.82	153.242
1.632	3554.68	151.638
1.616	3488.78	154.33
1.6	3555.87	153.242
1.584	3252.73	155.011
1.568	3370.41	154.195
1.552	3362.96	152.628
1.536	3430.82	154.862
1.52	3380.83	152.717
1.504	3261.93	152.819
1.488	3173.85	154.7
1.472	3413.76	154.6
1.456	3360.49	154.77
1.44	3335.68	153.73
1.424	3411.62	153.989
1.408	3350.2	153.686
1.392	3319.94	153.822
1.376	3366.44	154.749
1.36	3354.54	155.227
1.344	3264.24	155.072
1.328	3209.11	155.666
1.312	3320.36	157.216
1.296	3331.47	155.558
1.28	3294.92	156.953
1.264	3327.73	156.397
