DC_Applied_Bias	Amplitude	Phase
0.0799999	1437.55	154.998
0.0639999	1363.1	156.027
0.0480001	1457.47	157.814
0.0320001	1368.62	154.164
0.016	1527.6	155.093
0	1453	155.139
-0.016	1376.67	157.189
-0.0319999	1462.78	154.999
-0.048	1407.46	153.727
-0.064	1280.09	154.688
-0.08	1290.08	156.792
-0.096	1343.27	155.471
-0.112	1311.04	153.281
-0.128	1222.4	154.211
-0.144	1211.36	156.697
-0.16	1156.06	155.094
-0.176	1288.63	153.786
-0.192	1141.45	152.691
-0.208	1136.9	154.571
-0.224	1157.43	153.248
-0.24	1105.05	151.803
-0.256	1015.45	153.144
-0.272	1010.41	154.948
-0.288	1013.44	152.289
-0.304	1002.94	151.023
-0.32	977.026	152.044
-0.336	961.215	151.97
-0.352	906.579	152.957
-0.368	893.328	151.133
-0.384	809.61	151.335
-0.4	866.521	153.219
-0.416	866.901	152.013
-0.432	860.265	150.497
-0.448	835.222	151.832
-0.464	856.512	152.674
-0.48	882.086	152.248
-0.496	848.057	153.012
-0.512	782.595	150.264
-0.528	763.107	151.12
-0.544	795.961	153.369
-0.56	748.396	149.823
-0.576	730.689	150.552
-0.592	739.808	151.46
-0.608	762.292	152.391
-0.624	779.771	149.853
-0.64	749.135	150.238
-0.656	675.56	151.733
-0.672	654.365	150.725
-0.688	642.308	150.467
-0.704	631.73	149.449
-0.72	543.102	150.802
-0.736	617.037	149.264
-0.752	566.553	149.463
-0.768	505.869	148.888
-0.784	567.975	147.702
-0.8	571.69	150.578
-0.816	536.998	148.578
-0.832	538.268	148.285
-0.848	468.712	147.885
-0.864	547.728	150.15
-0.88	540.656	149.86
-0.896	487.594	148.432
-0.912	453.868	149.836
-0.928	481.015	150.207
-0.944	500.485	149.798
-0.96	390.227	147.246
-0.976	299.817	146.85
-0.992	366.321	150.329
-1.008	321.865	151.104
-1.024	268.385	145.323
-1.04	283.513	147.964
-1.056	268.48	150.951
-1.072	257.75	150.103
-1.088	168.288	107.878
-1.104	54.1813	49.9042
-1.12	184.251	125.392
-1.136	69.1579	30.7108
-1.152	40.2663	18.2824
-1.168	59.4515	11.0701
-1.184	86.1441	2.06269
-1.2	365.07	-6.71687
-1.216	295.021	-6.02819
-1.232	1850.71	-8.95834
-1.248	2404.49	-11.5111
-1.264	2525.4	-15.7573
-1.28	2375.01	-16.9686
-1.296	2356.9	-15.61
-1.312	2360.45	-17.3967
-1.328	2437.02	-16.1926
-1.344	2638.69	-19.5181
-1.36	2478.67	-20.6069
-1.376	2433.38	-16.332
-1.392	2542.71	-16.0458
-1.408	2607	-19.7653
-1.424	2606.07	-18.0686
-1.44	2544.21	-14.3568
-1.456	2630.94	-16.9839
-1.472	2750.2	-19.413
-1.488	2727.89	-21.0012
-1.504	2632	-20.348
-1.52	2538.88	-18.1427
-1.536	2685.88	-20.3336
-1.552	2706.18	-21.2674
-1.568	2652.84	-20.192
-1.584	2582.46	-17.6843
-1.6	2689.73	-19.5102
-1.616	2774.92	-21.4332
-1.632	2702.28	-20.7034
-1.648	2749.75	-18.2534
-1.664	2914.3	-21.5527
-1.68	2876.88	-22.7094
-1.696	2897.43	-23.7387
-1.712	2836.8	-19.0784
-1.728	2870.03	-18.6199
-1.744	2980.9	-20.1681
-1.76	2960.71	-20.6108
-1.776	2897.68	-17.9004
-1.792	3072.77	-16.7012
-1.808	3101.89	-20.7993
-1.824	3199.71	-22.8868
-1.84	3028.6	-21.5658
-1.856	2970.81	-21.3782
-1.872	3034.57	-20.2868
-1.888	3010.66	-22.1724
-1.904	2923.34	-20.2437
-1.92	3048.33	-20.7322
-1.936	3304.21	-22.3594
-1.952	3131.54	-21.8744
-1.968	2982.61	-21.2486
-1.984	2965.6	-17.6348
-2	2984.96	-16.6266
-1.984	3026.36	-22.3373
-1.968	2917.83	-15.0684
-1.952	2912.9	-16.7205
-1.936	2896.58	-17.8179
-1.92	2848.08	-18.1376
-1.904	2722.9	-17.1517
-1.888	2717.56	-18.1468
-1.872	2816.19	-18.9549
-1.856	2736.65	-18.8744
-1.84	2636.65	-17.6928
-1.824	2635.96	-16.7461
-1.808	2738.2	-17.9149
-1.792	2737.33	-18.7307
-1.776	2608.13	-18.4104
-1.76	2627.58	-17.7274
-1.744	2712.27	-18.1535
-1.728	2694.5	-21.0277
-1.712	2583.43	-20.2342
-1.696	2586.22	-18.2993
-1.68	2662.88	-17.6028
-1.664	2609.9	-16.5794
-1.648	2511.68	-18.2626
-1.632	2546.22	-19.9988
-1.616	2602.05	-20.0136
-1.6	2542.84	-16.9664
-1.584	2443.88	-17.0287
-1.568	2491.2	-15.3935
-1.552	2541.02	-17.0981
-1.536	2501.12	-20.3224
-1.52	2480.57	-22.2014
-1.504	2401.23	-19.5202
-1.488	2455.71	-16.5663
-1.472	2412.45	-16.8452
-1.456	2432.32	-20.556
-1.44	2370.46	-15.3308
-1.424	2398.31	-16.9776
-1.408	2494.48	-25.6039
-1.392	2401.72	-23.0435
-1.376	2369.25	-20.7484
-1.36	2442.35	-17.7428
-1.344	2330.61	-18.3419
-1.328	2229.79	-15.8979
-1.312	2240.16	-16.8899
-1.296	2230.65	-14.778
-1.28	2185.3	-15.606
-1.264	2101.32	-14.29
-1.248	2152.84	-18.6021
-1.232	2243.82	-15.9223
-1.216	2198.89	-17.9315
-1.2	2251.33	-14.2236
-1.184	2154.38	-11.5371
-1.168	2211.71	-10.8629
-1.152	2212.18	-10.8742
-1.136	2210.06	-10.1555
-1.12	2141.79	-8.46078
-1.104	2179.65	-11.383
-1.088	2153.41	-10.8883
-1.072	2168.52	-8.54487
-1.056	2244.73	-6.43822
-1.04	2341.49	-9.362
-1.024	2233.11	-8.25907
-1.008	2081.45	-8.28513
-0.992	2246.61	-5.93112
-0.976	2084.37	-7.8094
-0.96	1992.44	-8.6841
-0.944	1706.69	-4.32127
-0.928	1800.42	-5.92626
-0.912	1906.68	-7.36078
-0.896	1907.04	-7.754
-0.88	1963.21	-9.14473
-0.864	1927.78	-9.54557
-0.848	1844.15	-11.2082
-0.832	1707.45	-11.0882
-0.816	1528.37	-10.4271
-0.8	1587.5	-12.1011
-0.784	1362.3	-18.0226
-0.768	1463.98	-15.2263
-0.752	1298.3	-18.3332
-0.736	1379.44	-14.3824
-0.72	1090.11	-18.1135
-0.704	1203.76	-18.2159
-0.688	1024.46	-19.004
-0.672	927.395	-16.2643
-0.656	747.088	-18.1735
-0.64	745.324	-19.4104
-0.624	621.284	-18.2392
-0.608	552.562	-15.8831
-0.592	673.911	-17.7859
-0.576	472.977	-18.4109
-0.56	490.665	-17.7031
-0.544	454.342	-15.2713
-0.528	358.548	-15.9865
-0.512	231.228	-14.0407
-0.496	168.402	-11.4569
-0.48	85.4047	-2.46401
-0.464	37.1572	21.9926
-0.448	36.361	4.20306
-0.432	55.4894	3.0337
-0.416	32.6453	7.18403
-0.4	37.8587	37.9549
-0.384	70.6366	58.5235
-0.368	85.5374	94.3227
-0.352	121.481	116.681
-0.336	86.9024	98.2986
-0.32	122.676	125.151
-0.304	141.994	131.619
-0.288	167.814	136.793
-0.272	193.786	136.187
-0.256	260.442	144.359
-0.24	298.774	145.212
-0.224	352.121	148.604
-0.208	359.079	149.03
-0.192	384.975	148.037
-0.176	413.867	148.878
-0.16	466.096	151.187
-0.144	501.603	152.206
-0.128	502.021	150.982
-0.112	492.599	151.004
-0.096	481.053	151.653
-0.08	488.617	152.414
-0.064	480.503	150.642
-0.048	452.863	150.857
-0.0319999	492.769	151.86
-0.016	512.22	152.774
0	570.325	152.931
